,image,head_pose,drowsiness,emotion,label,result,actual
44,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0145.jpg,0.0,Active!!,Engaged,0.85,1,1
45,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0252.jpg,0.0,Active!!,Frustrated,0.25,0,1
46,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0302.jpg,0.0,Active!!,Frustrated,0.25,0,1
47,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0065.jpg,0.0,Active!!,Frustrated,0.25,0,1
48,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0140.jpg,0.0,Active!!,Engaged,0.85,1,1
49,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0079.jpg,0.0,Active!!,Engaged,0.85,1,1
50,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0271.jpg,0.0,Active!!,Engaged,0.85,1,1
51,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0005.jpg,0.0,Active!!,Frustrated,0.25,0,1
52,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0405.jpg,0.0,Active!!,Frustrated,0.25,0,1
53,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0323.jpg,0.0,Active!!,Frustrated,0.25,0,1
54,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0433.jpg,0.0,Active!!,Frustrated,0.25,0,1
55,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0415.jpg,0.0,Active!!,Frustrated,0.25,0,1
56,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0289.jpg,0.0,Active!!,Frustrated,0.25,0,1
57,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0387.jpg,0.0,Active!!,Frustrated,0.25,0,1
58,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0132.jpg,0.0,Active!!,Confused,0.5,0,1
59,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0380.jpg,0.0,Active!!,Confused,0.5,0,1
60,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0386.jpg,0.0,Active!!,Engaged,0.85,1,1
61,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0369.jpg,0.0,Active!!,Engaged,0.85,1,1
62,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0439.jpg,0.0,Active!!,Engaged,0.85,1,1
63,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0247.jpg,0.0,Active!!,Engaged,0.85,1,1
64,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0423.jpg,0.0,Active!!,Engaged,0.85,1,1
65,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0424.jpg,0.0,Active!!,Engaged,0.85,1,1
66,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0226.jpg,0.0,Active!!,Confused,0.5,0,1
67,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0282.jpg,0.0,Active!!,Frustrated,0.25,0,1
68,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0009.jpg,0.0,Active!!,Frustrated,0.25,0,1
69,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0432.jpg,0.0,Active!!,Frustrated,0.25,0,1
70,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0438.jpg,0.0,Active!!,Engaged,0.85,1,1
71,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0320.jpg,0.0,Active!!,Engaged,0.85,1,1
72,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0279.jpg,0.0,Active!!,Engaged,0.85,1,1
73,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0146.jpg,0.0,Active!!,Engaged,0.85,1,1
74,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0237.jpg,0.0,Active!!,Frustrated,0.25,0,1
75,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0268.jpg,0.0,Active!!,Engaged,0.85,1,1
76,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0377.jpg,0.0,Active!!,Frustrated,0.25,0,1
77,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0292.jpg,0.0,Active!!,Frustrated,0.25,0,1
78,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0238.jpg,0.0,Active!!,Frustrated,0.25,0,1
79,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0290.jpg,0.0,Active!!,Engaged,0.85,1,1
80,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0214.jpg,0.0,Active!!,Engaged,0.85,1,1
81,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0454.jpg,0.0,Active!!,Engaged,0.85,1,1
82,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0169.jpg,0.0,Active!!,Engaged,0.85,1,1
83,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0402.jpg,0.0,Active!!,Frustrated,0.25,0,1
84,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0421.jpg,0.0,Active!!,Frustrated,0.25,0,1
85,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0068.jpg,0.0,Active!!,Frustrated,0.25,0,1
86,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0228.jpg,0.0,Active!!,Engaged,0.85,1,1
87,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0300.jpg,0.0,Active!!,Engaged,0.85,1,1
88,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0261.jpg,0.0,Active!!,Engaged,0.85,1,1
89,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0277.jpg,0.0,Active!!,Engaged,0.85,1,1
90,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0457.jpg,0.0,Active!!,Engaged,0.85,1,1
91,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0455.jpg,0.0,Active!!,Frustrated,0.25,0,1
92,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0370.jpg,0.0,Active!!,Frustrated,0.25,0,1
93,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0135.jpg,0.0,Active!!,Engaged,0.85,1,1
94,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0136.jpg,0.0,Active!!,Engaged,0.85,1,1
95,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0350.jpg,0.0,Active!!,Confused,0.5,0,1
96,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0351.jpg,0.0,Active!!,Confused,0.5,0,1
97,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0345.jpg,0.0,Active!!,Confused,0.5,0,1
98,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0440.jpg,0.0,Active!!,Frustrated,0.25,0,1
99,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0315.jpg,0.0,Active!!,Frustrated,0.25,0,1
100,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0376.jpg,0.0,Active!!,Frustrated,0.25,0,1
101,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0250.jpg,0.0,Active!!,Frustrated,0.25,0,1
102,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0435.jpg,0.0,Active!!,Frustrated,0.25,0,1
103,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0002.jpg,0.0,Active!!,Engaged,0.85,1,1
104,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0348.jpg,0.0,Active!!,Confused,0.5,0,1
105,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0347.jpg,0.0,Active!!,Confused,0.5,0,1
106,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0442.jpg,0.0,Active!!,Frustrated,0.25,0,1
107,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0381.jpg,0.0,Active!!,Frustrated,0.25,0,1
108,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0312.jpg,0.0,Active!!,Frustrated,0.25,0,1
109,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0003.jpg,0.0,Active!!,Frustrated,0.25,0,1
110,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0147.jpg,0.0,Active!!,Engaged,0.85,1,1
111,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0010.jpg,0.0,Active!!,Frustrated,0.25,0,1
112,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0390.jpg,0.0,Active!!,Frustrated,0.25,0,1
113,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0413.jpg,0.0,Active!!,Frustrated,0.25,0,1
114,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0333.jpg,0.0,Active!!,Frustrated,0.25,0,1
115,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0213.jpg,0.0,Active!!,Frustrated,0.25,0,1
116,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0452.jpg,0.0,Active!!,Frustrated,0.25,0,1
117,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0258.jpg,0.0,Active!!,Frustrated,0.25,0,1
118,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0416.jpg,0.0,Active!!,Frustrated,0.25,0,1
119,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0259.jpg,0.0,Active!!,Frustrated,0.25,0,1
120,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0422.jpg,0.0,Active!!,Frustrated,0.25,0,1
121,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0465.jpg,0.0,Active!!,Frustrated,0.25,0,1
122,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0460.jpg,0.0,Active!!,Frustrated,0.25,0,1
123,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0398.jpg,0.0,Active!!,Frustrated,0.25,0,1
124,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0341.jpg,0.0,Active!!,Confused,0.5,0,1
125,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0441.jpg,0.0,Active!!,Frustrated,0.25,0,1
126,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0362.jpg,0.0,Active!!,Frustrated,0.25,0,1
127,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0131.jpg,0.0,Active!!,Engaged,0.85,1,1
128,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0334.jpg,0.0,Active!!,Engaged,0.85,1,1
129,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0349.jpg,0.0,Active!!,Confused,0.5,0,1
130,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0260.jpg,0.0,Active!!,Frustrated,0.25,0,1
131,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0264.jpg,0.0,Active!!,Frustrated,0.25,0,1
132,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0456.jpg,0.0,Active!!,Frustrated,0.25,0,1
133,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0434.jpg,0.0,Active!!,Frustrated,0.25,0,1
134,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0151.jpg,0.0,Active!!,Engaged,0.85,1,1
135,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0363.jpg,0.0,Active!!,Frustrated,0.25,0,1
136,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0179.jpg,0.0,Active!!,Frustrated,0.25,0,1
137,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0232.jpg,0.0,Active!!,Frustrated,0.25,0,1
138,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0266.jpg,0.0,Active!!,Engaged,0.85,1,1
139,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0262.jpg,0.0,Active!!,Frustrated,0.25,0,1
140,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0314.jpg,0.0,Active!!,Frustrated,0.25,0,1
141,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0075.jpg,0.0,Active!!,Frustrated,0.25,0,1
142,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0134.jpg,1.0,Active!!,Engaged,1.0,1,1
143,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0073.jpg,0.0,Active!!,Engaged,0.85,1,1
144,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0243.jpg,0.0,Active!!,Frustrated,0.25,0,1
145,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0338.jpg,0.0,Active!!,Frustrated,0.25,0,1
146,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0299.jpg,0.0,Active!!,Engaged,0.85,1,1
147,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0354.jpg,0.0,Active!!,Confused,0.5,0,1
148,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0172.jpg,0.0,Active!!,Frustrated,0.25,0,1
149,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0182.jpg,0.0,Active!!,Frustrated,0.25,0,1
150,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0409.jpg,0.0,Active!!,Frustrated,0.25,0,1
151,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0083.jpg,0.0,Active!!,Frustrated,0.25,0,1
152,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0144.jpg,1.0,Active!!,Frustrated,0.4,0,1
153,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0062.jpg,0.0,Active!!,Engaged,0.85,1,1
154,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0308.jpg,0.0,Active!!,Frustrated,0.25,0,1
155,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0158.jpg,0.0,Active!!,Engaged,0.85,1,1
156,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0316.jpg,0.0,Active!!,Frustrated,0.25,0,1
157,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0295.jpg,0.0,Active!!,Frustrated,0.25,0,1
158,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0458.jpg,0.0,Active!!,Frustrated,0.25,0,1
159,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0304.jpg,0.0,Active!!,Frustrated,0.25,0,1
160,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0278.jpg,0.0,Active!!,Frustrated,0.25,0,1
161,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0303.jpg,0.0,Active!!,Frustrated,0.25,0,1
162,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0064.jpg,0.0,Active!!,Frustrated,0.25,0,1
163,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0227.jpg,0.0,Active!!,Confused,0.5,0,1
164,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0352.jpg,0.0,Active!!,Confused,0.5,0,1
165,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0143.jpg,0.0,Active!!,Engaged,0.85,1,1
166,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0148.jpg,0.0,Active!!,Frustrated,0.25,0,1
167,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0313.jpg,0.0,Active!!,Frustrated,0.25,0,1
168,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0466.jpg,0.0,Active!!,Frustrated,0.25,0,1
169,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0328.jpg,0.0,Active!!,Engaged,0.85,1,1
170,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0160.jpg,0.0,Active!!,Frustrated,0.25,0,1
171,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0081.jpg,0.0,Active!!,Frustrated,0.25,0,1
172,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0451.jpg,0.0,Active!!,Frustrated,0.25,0,1
173,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0254.jpg,0.0,Active!!,Frustrated,0.25,0,1
174,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0153.jpg,0.0,Active!!,Engaged,0.85,1,1
175,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0321.jpg,0.0,Active!!,Frustrated,0.25,0,1
176,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0217.jpg,0.0,Active!!,Engaged,0.85,1,1
177,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0063.jpg,0.0,Active!!,Frustrated,0.25,0,1
178,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0059.jpg,0.0,Active!!,Frustrated,0.25,0,1
179,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0383.jpg,0.0,Active!!,Frustrated,0.25,0,1
180,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0280.jpg,0.0,Active!!,Frustrated,0.25,0,1
181,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0407.jpg,0.0,Active!!,Frustrated,0.25,0,1
182,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0139.jpg,0.0,Active!!,Engaged,0.85,1,1
183,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0309.jpg,0.0,Active!!,Frustrated,0.25,0,1
184,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0447.jpg,0.0,Active!!,Frustrated,0.25,0,1
185,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0133.jpg,0.0,Active!!,Engaged,0.85,1,1
186,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0219.jpg,0.0,Active!!,Engaged,0.85,1,1
187,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0159.jpg,0.0,Active!!,Frustrated,0.25,0,1
188,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0080.jpg,0.0,Active!!,Frustrated,0.25,0,1
189,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0142.jpg,0.0,Active!!,Engaged,0.85,1,1
190,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0161.jpg,0.0,Active!!,Engaged,0.85,1,1
191,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0242.jpg,0.0,Active!!,Frustrated,0.25,0,1
192,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0216.jpg,0.0,Active!!,Frustrated,0.25,0,1
193,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0311.jpg,0.0,Active!!,Frustrated,0.25,0,1
194,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0221.jpg,0.0,Active!!,Confused,0.5,0,1
195,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0379.jpg,0.0,Active!!,Confused,0.5,0,1
196,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0137.jpg,1.0,Active!!,Engaged,1.0,1,1
197,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0353.jpg,0.0,Active!!,Confused,0.5,0,1
198,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0177.jpg,0.0,Active!!,Frustrated,0.25,0,1
199,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0233.jpg,0.0,Active!!,Frustrated,0.25,0,1
200,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0430.jpg,0.0,Active!!,Frustrated,0.25,0,1
201,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0367.jpg,0.0,Active!!,Confused,0.5,0,1
202,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0366.jpg,0.0,Active!!,Confused,0.5,0,1
203,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0395.jpg,0.0,Active!!,Frustrated,0.25,0,1
204,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0222.jpg,0.0,Active!!,Confused,0.5,0,1
205,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0265.jpg,0.0,Active!!,Frustrated,0.25,0,1
206,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0183.jpg,0.0,Active!!,Frustrated,0.25,0,1
207,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0294.jpg,0.0,Active!!,Frustrated,0.25,0,1
208,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0166.jpg,0.0,Active!!,Frustrated,0.25,0,1
209,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0162.jpg,0.0,Active!!,Frustrated,0.25,0,1
210,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0461.jpg,0.0,Active!!,Frustrated,0.25,0,1
211,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0393.jpg,0.0,Active!!,Engaged,0.85,1,1
212,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0373.jpg,0.0,Active!!,Frustrated,0.25,0,1
213,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0251.jpg,0.0,Active!!,Frustrated,0.25,0,1
214,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0346.jpg,0.0,Active!!,Confused,0.5,0,1
215,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0224.jpg,0.0,Active!!,Confused,0.5,0,1
216,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0249.jpg,0.0,Active!!,Frustrated,0.25,0,1
217,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0293.jpg,0.0,Active!!,Frustrated,0.25,0,1
218,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0446.jpg,0.0,Active!!,Frustrated,0.25,0,1
219,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0270.jpg,0.0,Active!!,Engaged,0.85,1,1
220,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0173.jpg,0.0,Active!!,Frustrated,0.25,0,1
221,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0368.jpg,0.0,Active!!,Frustrated,0.25,0,1
222,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0157.jpg,0.0,Active!!,Engaged,0.85,1,1
223,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0388.jpg,0.0,Active!!,Frustrated,0.25,0,1
224,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0296.jpg,0.0,Active!!,Frustrated,0.25,0,1
225,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0392.jpg,0.0,Active!!,Engaged,0.85,1,1
226,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0163.jpg,0.0,Active!!,Engaged,0.85,1,1
227,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0417.jpg,0.0,Active!!,Frustrated,0.25,0,1
228,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0459.jpg,0.0,Active!!,Frustrated,0.25,0,1
229,../input/studentengagement/Student-engagement-dataset/Engaged/engaged/0449.jpg,0.0,Active!!,Frustrated,0.25,0,1
